Dougherty,GA,49.26,29.9,67640,15650,27.6,12.23,53.06,296.3,1043
Douglas,GA,33.27,31.1,41886,16590,9.5,9.22,50.39,377.3,339
Early,GA,47.55,33.4,62383,14237,32,7.74,54,23.7,109
Effingham,GA,33.78,30.3,39298,14646,12.7,7.99,49.79,57.1,242
Elbert,GA,49.05,34.4,99841,14526,21.4,10.02,52.44,51.5,442
Emanuel,GA,45.93,32.3,88914,12667,28.4,8.85,52.42,30.2,290
Evans,GA,41.55,32.2,97457,14679,25.6,9.17,51.54,48.1,116
Fannin,GA,40.33,39,88296,12626,17.6,10.03,51.78,43,202
Fayette,GA,26.6,34.1,67403,22708,3.9,6.26,50.41,352.6,176
Floyd,GA,41.69,34.5,80777,17463,16.2,12.1,52.47,160.1,575
Forsyth,GA,28.89,32.8,71411,20194,7.9,6.2,49.86,220.5,469
Franklin,GA,42.29,35.9,117833,16263,17,9.12,52.11,65.3,252
Fulton,GA,57.29,32,201597,28465,23,10.2,52.21,1257,1354
Gilmer,GA,39.25,35.4,95830,14779,17.3,8.1,50.84,33.5,7
Glascock,GA,31.19,37,23635,15212,16.1,7.39,53.26,16,27
Glynn,GA,37.42,34.1,60632,19001,17.2,11.68,52.49,151,862
Gordon,GA,36.59,32.4,61457,15699,12.5,9.01,50.84,102.2,331
Grady,GA,41.77,32.9,71544,12936,24.9,10.05,52.48,45,448
Greene,GA,55.67,32.5,131716,14059,23.8,7.46,53.24,31.4,262
Gwinnett,GA,29.39,30.5,51598,21670,5.8,5.59,49.91,903,477
Habersham,GA,33.92,33.3,136899,16107,12.3,10.38,48.89,102.8,164
Hall,GA,34.58,32.3,135515,17885,14.2,8.72,50.62,253.5,456
Hancock,GA,77.95,31,52587,12272,28.8,5.22,54.45,19,149
Haralson,GA,43.05,33.5,82213,14632,17.5,9.3,51.97,79.4,326
Harris,GA,38.49,35.6,29930,17105,12.9,10.95,50.55,39.2,251
Hart,GA,47.5,35.7,89142,15264,15.7,9.76,51.82,87,40
Henry,GA,32.19,31.9,51437,16942,7.4,6.8,50.53,209.5,271
Houston,GA,37.47,31,54104,16375,12.6,11.96,51.2,247.6,539
Irwin,GA,48.44,33.3,72578,13801,25.1,8.06,52.85,24.1,410
Jackson,GA,41.37,33,58627,14970,15.9,8.61,50.46,91.7,333
Jasper,GA,49.12,33.8,80168,14962,18.3,8.98,51.8,23.5,107
Jeff Davis,GA,41.01,31.8,47707,14191,19.6,8.37,50.78,36.3,462
Jefferson,GA,53.77,31.4,75253,13775,27.7,7.19,53.8,33.2,90
Jenkins,GA,51.36,32.6,57944,12502,25.2,8.88,52.81,24.3,366
Johnson,GA,44.7,32.7,61128,12452,24.5,7.12,53.49,27.3,27
Jones,GA,45.86,32.2,26033,16620,12.6,8.92,51.43,54.1,130
Lamar,GA,46.83,33.4,74828,13034,17.8,10.09,52.77,73.1,245
Lanier,GA,47.34,31.6,102309,14000,24.6,9.18,51.28,30.5,255
Laurens,GA,43.99,33,100282,15378,21.4,9.79,52.22,50.5,586
Liberty,GA,48.8,24,20855,10420,19,4.67,45.38,110.6,354
Lowndes,GA,40.64,28.9,72967,15455,22.4,9.42,51.01,154.7,719
Lumpkin,GA,39.91,30.3,92881,15051,14.7,6.25,50.36,54.1,185
McDuffie,GA,40.82,32,87855,15110,20.7,8.5,52.78,80.4,120
Macon,GA,65.45,31.2,54723,13986,30.2,8.05,53.64,32.2,179
Madison,GA,34.72,32.8,31159,14508,16.3,8.91,51.01,77.7,6
Marion,GA,55.69,32.1,35486,12658,24.1,8.19,51.92,15.5,56
Meriwether,GA,54.67,31.8,58441,11869,23.6,8.47,52.2,45.1,276
Miller,GA,42.13,34.7,102114,14944,24,9.59,52.55,22.3,62
Mitchell,GA,52.67,30.7,69819,13683,30.7,7.8,53.02,40,464
Monroe,GA,44.97,33,48653,14815,15.8,7.49,50.92,45.2,278
Morgan,GA,46.17,32.8,82064,15841,17.3,8.2,51.8,38,344
Murray,GA,38.31,30.4,40531,13615,12.1,7.07,50.38,80.4,284
Muscogee,GA,49.68,30.6,92928,16740,22.2,12.55,51.69,859.9,620
Newton,GA,42.54,31.1,55474,14955,15.8,8.04,52.1,161.7,599
Oglethorpe,GA,40.26,33.5,43697,14094,16.5,8.1,51.77,23.1,196
Paulding,GA,34.54,29.8,44189,13925,9,5.99,50.02,150.8,277
Peach,GA,52.73,30,67911,16049,25.2,8.89,52.33,144.9,251
Pickens,GA,41.04,34.4,100331,16530,13.8,7.31,51.04,64.6,93
Pierce,GA,41.41,33.3,74455,14439,21.1,9.66,51.35,39.7,224
Pike,GA,40.23,33.5,62030,14928,13.3,10.16,50.51,48.1,134
Polk,GA,45.67,33.8,57379,13612,18.4,11.18,51.97,110.2,404
Pulaski,GA,50.88,35.3,100364,17087,21.5,11.94,53.46,32.7,400
Putnam,GA,45.78,34.2,62346,15325,16.9,7.04,51.03,43.3,167
Rabun,GA,40.63,39.8,132881,13923,15,11.14,51.56,32.1,182
Randolph,GA,59.34,32.1,79026,13060,34.9,9.23,54.39,18.9,96
Richmond,GA,48.57,30.3,63422,17331,21.9,11,50.47,623,715
Rockdale,GA,30.86,32.1,53077,18460,8.8,8.58,50.56,450.7,425
Screven,GA,44.43,33,63338,14521,22.3,9.21,52.61,21.3,254
Seminole,GA,47.36,33.6,67054,13826,27.6,9.12,50.44,38.2,372
Spalding,GA,40.63,32.1,69241,15108,18.6,10.1,52.05,283.8,814
Stephens,GA,35.04,34.8,63985,14916,16.8,9.71,51.86,133.9,181
Sumter,GA,48.96,30.4,91433,15141,26,8.78,53.89,63.5,546
Tattnall,GA,39.72,33.1,63776,13767,26.2,10.1,46.41,37.2,260
Telfair,GA,53.39,34,88781,12995,26.3,8.45,54.03,26.3,172
Terrell,GA,55.9,33.1,102730,13828,30.9,8.08,54.1,31.3,471
Thomas,GA,40.52,33.1,79996,16732,23.5,10.14,53.34,72,446
Tift,GA,41.07,30.7,101581,15714,23.6,8.8,51.34,133.9,665
Toombs,GA,35.35,32,66903,14833,25,8.73,52.49,66.8,334
Towns,GA,40.15,43,134393,13559,14.3,9.81,51.35,42,63
Treutlen,GA,47.61,33.2,46858,12246,27,6.44,53.73,29.4,125
Troup,GA,37.63,32.5,72590,16161,18.4,9.66,52.81,136.7,708
Turner,GA,55.19,31.5,154594,15045,29.8,9.75,52.93,30.4,255
Twiggs,GA,61.82,30.8,10618,11861,22.5,7.79,51.95,26.9,87
Union,GA,40.74,39.3,148835,13326,15.7,7.26,50.34,40,129
Upson,GA,41.55,34.8,74363,14078,17.1,10.64,52.76,80.8,388
Walker,GA,35.55,34.5,36663,14335,14.3,12.6,51.48,132.6,367
Walton,GA,38.91,31.7,65240,16137,14.8,6.99,51.61,123.3,294
Ware,GA,43.87,34.4,76858,14166,22.6,11.4,51.64,39.7,546
Warren,GA,56.97,33.4,38632,12854,27.1,8.22,54.64,21,65
Washington,GA,52.16,32,75487,16265,23.4,7.41,53.11,28.5,353
Wayne,GA,40.41,32.6,57496,14135,21.4,8.97,51.43,36.9,482
Wheeler,GA,51.8,34.2,32265,13183,26.2,8.54,51.51,16.1,167
White,GA,33.58,36.8,114242,17087,12.5,8.5,51.32,57.5,254
Whitfield,GA,32.98,32.2,75849,18450,12.9,10.07,50.8,255.2,418
Wilcox,GA,50.13,34.7,98480,14476,27.4,8.66,52.7,18.4,79
Wilkes,GA,49.34,35.4,117984,15605,19.6,9.49,52.15,22.7,223
Worth,GA,44.17,31.5,49986,13579,24.3,8.5,51.84,35.8,215
Ada,ID,28.99,31.9,78600,21384,9.1,11.06,50.96,211.9,463
Adams,ID,23.59,36.2,48949,15461,12.6,12.8,48.34,2.6,169
Bannock,ID,34.43,29.5,68873,14920,12.4,11.55,50.3,61.6,548
Bear Lake,ID,19.69,30.9,95563,12505,12.1,11.44,50.62,6.5,154
Benewah,ID,34.3,34.6,77437,15726,13.9,13.72,49.23,10.4,247
Bingham,ID,22.29,27.6,45989,14077,15.2,9.18,49.79,19,269
Blaine,ID,35.71,33.3,110136,24384,6.6,8.26,47.97,5.6,530
Bonneville,ID,19.83,28.7,68738,17733,10.6,10.52,49.53,41.3,493
Boundary,ID,29.01,32.8,70555,13381,15.4,11.86,48.86,6.8,157
Butte,ID,28.81,33.3,66950,13047,12.7,14.93,49.61,1.3,50
Canyon,ID,24.03,31.6,48339,14121,17,9.86,50.63,163.6,537
Caribou,ID,17.37,30.3,73751,15018,7.7,13.58,49.64,4,196
Cassia,ID,17.73,29.2,100296,16686,15.6,10.23,49.68,7.9,529
Clearwater,ID,38.4,37.5,74476,15466,12.2,18.06,47.81,3.5,107
Elmore,ID,26.97,27.7,29413,16949,11.2,11.5,48.3,6.7,327
Franklin,ID,12.94,27.5,56257,11497,11.8,7.54,49.52,14.3,158
Fremont,ID,18.23,28.1,52203,13539,13.6,10.21,48.55,6.1,189
Gem,ID,28.11,36,70698,15081,15.7,12.73,49.93,22.4,190
Gooding,ID,27.5,34.7,78628,16416,15.2,13.45,49.86,16.6,169
Idaho,ID,29.31,36.5,83686,14681,14,14.33,49.24,1.7,149
Jerome,ID,25.88,32.6,65378,15610,15.1,10.8,49.85,26.3,365
Kootenai,ID,31.8,35,77050,17642,11.5,11.67,50.78,62.1,565
Latah,ID,44.29,27.4,77344,15753,12.6,11.53,48.88,29.1,252
Lemhi,ID,26.07,38.1,96177,14244,15.5,15.01,50.37,1.6,37
Madison,ID,9.55,20,54431,10132,14.9,5.02,52.34,50.9,326
Minidoka,ID,24.47,30.4,50364,12786,15.1,10.53,49.7,26.6,403
Nez Perce,ID,41.65,35.6,81479,18111,11.1,14.54,50.93,41.3,423
Oneida,ID,18.81,31.4,91280,12546,11.2,8.71,50.33,2.9,134
Owyhee,ID,22.33,30.4,49278,12601,10.5,9.73,47.42,1.1,61
Payette,ID,24.55,34.1,62709,13692,17.8,10.11,50.73,42.9,310
Power,ID,28.12,29.8,64191,17631,13.8,10.27,50.09,5.3,379
Shoshone,ID,48.59,37.3,96099,14843,20.7,19.31,50.1,5.2,426
Twin Falls,ID,28.05,33.3,82766,15812,13.3,11.71,50.83,29.1,483
Valley,ID,30.32,37,76249,18218,11.8,12.16,49.12,1.9,555
Washington,ID,26.21,37.3,107648,13659,18.8,12.58,51.3,6,244
Adams,IL,37.2,35.4,97664,17574,14.2,14.37,52.39,77.7,378
Alexander,IL,58.83,34.8,55963,12673,30.1,13.63,53.02,44.8,645
Bond,IL,45.42,35,90772,16036,12,13.85,51.6,39.7,242
Boone,IL,37.53,33.1,61502,18120,7.6,11.02,50.53,116.2,256
Bureau,IL,42.17,36.3,154054,17890,9.4,13.9,52.09,41.1,104
Calhoun,IL,54.19,38.5,154006,15590,16.1,13.96,49.93,20.5,96
Carroll,IL,37.17,37.5,150530,17889,11,13.21,51.39,37.4,160
Cass,IL,49.64,35.8,125108,17913,11.9,14.92,51.25,35.4,98
Champaign,IL,46,27.8,92378,17183,13.3,9.55,49.11,175.6,560
Christian,IL,51.4,36.3,117869,17799,11.1,13.71,52.8,48.7,121
Clark,IL,41.83,37,119211,15810,11.5,13.88,49.31,31.9,94
Clay,IL,44.53,36.8,126863,16308,13.7,13.31,52.61,30.7,83
Clinton,IL,42.26,32.8,130285,18055,8.7,12.2,48.98,72.3,146
Coles,IL,42.16,29.8,79061,16366,13.1,11.78,52.74,102.1,208
Cook,IL,58.21,32.6,148027,23121,17.6,11.71,51.65,5430.5,783
Crawford,IL,40.99,37.1,150203,17695,10.5,14.79,49.91,44.2,165
Cumberland,IL,40.58,33.9,80559,15694,11.7,12.69,50.55,31.2,110
DeKalb,IL,40.15,27.1,115885,17077,8.7,9.51,50.6,125.8,145
De Witt,IL,38.78,35.4,83886,17464,9.9,14.83,50.9,42,238
Douglas,IL,40.37,34.5,107633,16038,9.4,12.37,51.54,46.8,112
DuPage,IL,30.88,32.3,92125,29399,3.8,10.65,50.73,2434.2,322
Edgar,IL,41.06,37.3,112061,16044,14.2,14.15,52.48,31.3,75
Edwards,IL,36.57,37.3,144554,15186,10.6,13.88,51.96,33.3,45
Effingham,IL,34.85,32,143466,17171,9.3,12.04,51.11,67.1,300
Fayette,IL,47.77,35.3,85860,13932,14.6,13.81,49.31,29,189
Ford,IL,33.56,36.9,139119,19333,9.2,14.57,52.15,28.8,123
Franklin,IL,59.33,37.8,114240,14764,18,14.47,52.51,97.3,47
Fulton,IL,54.94,36.9,95342,15706,14.6,14.49,50.47,44,259
Gallatin,IL,60.12,39.2,113716,16542,18.1,12.29,52.09,21,81
Greene,IL,44.99,36,131744,14005,14.6,14.27,51.41,28.2,190
Grundy,IL,37.64,33.3,108334,20467,5.7,11.57,50.31,80.5,57
Hamilton,IL,51.91,39.1,137476,15874,15.4,12.82,52.69,19.5,81
Hancock,IL,41.84,37.3,107816,16043,12.3,13.91,52.42,27.1,191
Hardin,IL,52.47,37.3,73273,13939,19.9,12.4,49.77,29.2,77
Henry,IL,45.45,36,110188,16385,10.5,13.49,51.13,62.3,74
Iroquois,IL,30.56,37,114726,17173,9.7,13,51.49,27.9,69
Jackson,IL,54.73,26.5,63326,13786,21.3,11.16,48.39,103.9,696
Jasper,IL,41.68,34.4,141455,16837,11,12.32,51.09,21.4,134
Jefferson,IL,49.24,34.9,89293,16110,16.2,12.93,51.96,65,449
Jersey,IL,47.05,33.2,73085,15500,11.8,13.95,51.02,56.9,264
Jo Daviess,IL,38.68,36.2,165969,19094,8,13.05,50.76,36.3,135
Johnson,IL,42.65,35.9,104696,11394,15.7,11.79,41.87,33.5,3
Kane,IL,34.84,30.9,84074,21482,8.4,10.34,50.29,640.7,447
Kankakee,IL,43,32.9,83669,17006,13.3,12.51,51.5,146.1,569
Kendall,IL,29.46,32,68458,19966,3.8,11.59,49.92,128.8,164
Knox,IL,49.51,36.5,71718,16824,13.3,14.18,50.77,78.6,400
Lake,IL,36.47,31.6,90609,30590,6.5,10.68,49.4,1205.2,365
La Salle,IL,46.62,35.5,107258,17526,10.1,14.33,51.01,95.2,198
Lawrence,IL,43.67,38,94545,19233,14.7,13.82,53.13,42.7,166
Lee,IL,35.87,34.2,108938,16000,9.1,13.12,49.42,48,155
Livingston,IL,35.13,34.3,115211,17256,9.8,13.2,49.91,38.2,202
Logan,IL,36.41,34.6,120703,16788,11,13.22,49.66,49.8,275
McDonough,IL,41.76,27.3,80531,14177,15.2,11.07,50.33,59.4,231
McHenry,IL,28.07,32.2,78011,22347,3.8,9.74,49.9,330.6,236
McLean,IL,38.95,28.8,73344,19768,8.8,10.07,52.09,112.9,267
Macon,IL,49.39,35,91099,19172,13.7,15.08,52.29,203.1,558
Macoupin,IL,50.93,36,107979,17154,12.3,13.7,52.06,55.5,146
Madison,IL,51.26,33.9,89259,18788,12,14.15,51.92,348.6,418
Marion,IL,51.2,35.1,99571,16832,15.8,13.37,52.45,72.9,327
Marshall,IL,43.4,37.8,114940,17374,9.4,15.02,51.51,33.4,68
Mason,IL,51.53,36.5,123284,15976,12.8,15.75,51.2,30.8,60
Massac,IL,47.43,37.7,107481,14635,15.4,12.97,52.78,62.3,273
Menard,IL,35.94,35.4,131067,18855,8.5,14.13,52.03,36.3,57
Mercer,IL,46.72,36,82766,16409,10.8,13.57,51.38,30.8,68
Monroe,IL,39.02,33.9,131814,18565,5.2,11.72,50.7,60.5,179
Montgomery,IL,50.04,35.3,130588,16214,13.4,13.69,49.92,43.8,147
Morgan,IL,38.97,34.3,103833,16911,11.5,12.96,51.31,63.8,599
Moultrie,IL,47.27,36.7,117527,15918,9,12.11,52.29,42,92
Ogle,IL,32.38,34,84020,16868,7.6,11.73,50.93,62.6,129
Peoria,IL,46.85,33.8,92882,19772,14.9,14.37,52.05,296.5,741
Perry,IL,54.2,35.5,110791,14858,14.5,12.81,51.84,48.3,179
Piatt,IL,41.67,36.2,159259,20296,6.9,14.37,51.29,35.7,222
Pike,IL,44.44,37.9,140925,14642,16.6,13.9,51.7,21.1,62
Pope,IL,44.09,35.8,52443,12346,17.2,13.7,45.87,11.9,93
Pulaski,IL,55.99,34.8,51067,13671,25.5,13.67,53.5,37.4,19
Randolph,IL,51.49,34,108397,15168,12.2,12.38,46.81,59.6,138
Richland,IL,40.76,35.6,95760,16388,13,12.36,52.17,46.4,104
Rock Island,IL,51.93,34.8,101793,20022,13,14.84,51.81,351.7,497
St. Clair,IL,53.58,32,80024,17138,18.3,12.51,52.23,395.7,439
Saline,IL,54.76,38.2,153092,16413,18.7,13.98,52.73,69.1,85
Sangamon,IL,41.35,34.2,110793,20800,10.7,13.41,52.83,209.1,628
Schuyler,IL,41.3,37.4,97276,15398,12.7,14.61,51.19,17.1,89
Scott,IL,37.98,35.9,147300,14484,10.4,13.48,52.22,22.3,64
Shelby,IL,45.65,36.3,92716,15945,9.7,13.87,50.73,29.5,29
Stark,IL,39.87,37.6,171258,17449,10.4,13.63,51.68,22.2,117
Stephenson,IL,36.47,35,136018,18730,10.1,11.87,51.71,85.9,393
Tazewell,IL,44.05,34.8,62371,18711,9.6,14.83,51.45,193.3,304
Union,IL,51.54,38,97719,14662,18.2,11.99,51.25,43,158
Vermilion,IL,47.8,35.4,77821,16348,15.4,14.77,51.11,97.5,494
Wabash,IL,39.04,34.9,166086,17078,12.3,13.92,51.94,58.2,123
Warren,IL,43.35,35.1,102263,16407,13,13.54,51.67,35.4,232
Washington,IL,39.52,35.9,131915,17739,8.8,13.05,51.29,26.3,158
Wayne,IL,37.56,37.4,130718,15556,12.2,13.36,51.84,23.8,49
White,IL,48.89,38.5,162738,17313,15.1,14.66,52.81,32.7,115
Whiteside,IL,45.41,34.7,109287,17246,10,13.51,51.12,88.3,316
Will,IL,39.2,31.1,55370,19651,7.6,10.88,50.12,447.7,326
Williamson,IL,49.93,36.1,83339,16083,14.8,13.23,51.81,138.4,265
Winnebago,IL,43.04,33.4,86930,19442,11.7,12.38,51.45,504.7,811
Woodford,IL,33.67,34.1,67328,18093,6.9,12.37,51.01,63.3,80
Adams,IN,29.18,30.6,125678,15770,12.6,8.92,50.88,92.8,154
Allen,IN,32.6,32.1,112144,20748,11.2,12.17,51.58,463.6,607
Bartholomew,IN,30.19,34.2,75440,19936,9,12.04,51.35,160.5,340
Benton,IN,28.24,34.7,135028,16609,8.8,11.86,51.09,23.9,95
Blackford,IN,36.14,35.7,67304,15328,12.9,13.6,51.4,84.8,220
Boone,IN,22.94,34.4,69895,22613,6.6,11.87,51.72,93.4,55
Brown,IN,32.08,36.5,28332,16039,9.9,11.07,49.84,46.7,9
Carroll,IN,29.91,35,104096,16697,7.7,12.38,50.94,51.8,115
Cass,IN,29.3,35,94307,16880,12.3,13.96,51.95,93.5,202
Clark,IN,47.58,33.8,67654,17380,11.6,13.65,52.15,238.3,453
Clay,IN,32.53,35.2,90885,15438,10.7,12.42,52.06,70.5,116
Clinton,IN,28.55,34.1,89376,16363,10.5,11.92,51.67,78.5,280
Crawford,IN,45.25,34,75527,12393,16.2,12.19,50.27,32.7,103
Daviess,IN,30.43,33.6,83851,15051,14.7,11.3,51.65,64.8,76
Dearborn,IN,32.86,33.1,47333,16428,8.7,10.65,50.9,135,78
Decatur,IN,26.96,32.6,83775,16492,9.5,11.65,50.55,65.2,73
De Kalb,IN,30.97,31.9,67585,17153,7.2,11.22,50.91,100.9,116
Delaware,IN,38.56,31.4,65528,17507,16.4,12.91,52.39,304.1,85
Dubois,IN,36.76,32.1,185623,19630,5.1,10.68,50.81,87.2,93
Elkhart,IN,28.09,31.8,99012,18577,9.8,9.82,51,343.5,442
Fayette,IN,37.06,35.1,64018,16431,13.1,13,51.56,121.9,324
Floyd,IN,44.4,34,80130,18682,11,12.24,52.23,454.1,339
Fountain,IN,33.64,35.9,114436,15386,10.8,12.82,51.71,45.2,30
Franklin,IN,30.07,32.7,86875,14700,11.1,10.76,50.41,51.6,40
Fulton,IN,29.93,35.3,83708,15736,9.9,13.36,51.37,51.8,9
Gibson,IN,46.68,35.1,86094,16998,9.2,13.17,51.95,65,48
Grant,IN,32.05,34.9,63292,16610,15.2,14.51,51.7,179.2,401
Greene,IN,39.91,35.9,93722,15264,13,12.53,51.48,57.9,17
Hamilton,IN,18.43,32.9,62579,28005,4.1,8.88,51.19,304.3,115
Hancock,IN,23.02,34.2,63769,19890,5.7,11.91,50.75,154.8,168
Harrison,IN,42.19,33.2,101553,15799,10.8,11.2,50.35,63.3,115
Hendricks,IN,21.34,33.3,62744,20074,4.7,12.14,49.41,194.9,86
Henry,IN,33.99,36.1,60662,16809,13.1,13.59,51.89,123.7,249
Howard,IN,29.96,34.1,63532,19321,12,13.96,52.14,280.5,363
Huntington,IN,24.07,32.8,86077,17700,8,11.07,51.48,93.6,235
Jackson,IN,35.02,33.6,82073,15798,10.7,10.83,51.52,75.8,38
Jasper,IN,30.67,32,112801,15338,8.9,11.53,50.44,46.4,21
Jay,IN,36.31,35,75039,13866,13.4,12.46,51.31,56.8,145
Jefferson,IN,41.77,33.7,67505,15024,12.8,12.71,51.12,83.8,64
Jennings,IN,33.72,33.1,51863,15553,12.9,10.99,50.44,64.4,224
Johnson,IN,23.27,32.6,61848,19838,7.9,10.64,51.32,292.3,157
Knox,IN,38.87,33.5,99734,16303,15.1,12.82,51.28,77.5,347
Kosciusko,IN,21.5,32.2,88646,19191,7.8,10.05,50.93,122.6,117
Lagrange,IN,28.12,28.1,109155,13605,10.5,6.63,50,79.6,87
Lake,IN,55.17,33,65369,17881,15.9,13.64,51.95,966,678
La Porte,IN,41.72,34.2,72291,17051,11.5,13.74,48.92,181.7,509
Lawrence,IN,33.11,35.3,81952,16126,11.4,12.88,51.44,96.7,203
Madison,IN,37.72,34.8,68275,16776,13.7,13.71,51.03,290.8,350
Marion,IN,37.75,31.8,119332,21430,15,12.04,52.49,2048.2,755
Marshall,IN,29.65,33.3,90154,16482,8.6,10.5,50.8,97.2,25
Martin,IN,37.11,34.1,80087,15323,11.6,14.38,50.7,30.9,126
Miami,IN,28.5,31.5,61919,14891,12.8,12.1,50.69,98.5,26
Monroe,IN,45.22,26.4,57887,16281,14,8.72,51.98,280.7,368
Montgomery,IN,23.15,34,81913,18139,9.3,12.67,50.37,69.4,328
Morgan,IN,22.22,32.9,48631,17075,9.1,11.04,50.78,143.9,154
Newton,IN,32.88,33.6,94709,15336,9.8,12.47,50.66,34.6,171
Noble,IN,32.17,31.9,73852,16246,8.5,10.79,50.63,94.1,90
Ohio,IN,38.58,34.1,35694,14690,10.1,12.96,51.33,61.1,10
Orange,IN,36.78,34.7,126441,13795,14,12.16,51.26,46.5,43
Owen,IN,33.67,34.7,57836,13984,13.2,11.07,50.61,47.5,18
Parke,IN,34.22,36.3,69951,15530,12.2,14.45,51.93,35.3,40
Perry,IN,51.47,33.5,113279,14114,10.9,13.36,49.25,49.6,157
Pike,IN,46.46,36.3,105377,16453,13,13.42,50.6,36.9,44
Porter,IN,36.84,32.7,54246,19914,6.6,11.65,50.94,321.1,284
Posey,IN,40.44,33.4,101105,18146,8.1,12.44,50.45,63.9,43
Pulaski,IN,32.96,33.8,144603,15754,12.1,12.19,50.84,29.7,117
Putnam,IN,28.94,32.1,79440,15232,9.3,12.16,48.7,65.4,56
Randolph,IN,32.84,35.6,88770,15401,15.1,13.21,51.48,59.8,73
Ripley,IN,31.82,33.1,138470,17345,10,11.22,50.94,56.9,69
Rush,IN,27.07,33.6,89738,15736,11,12.79,51.49,44.8,17
St. Joseph,IN,44.23,32.8,80635,18487,12.1,12.92,51.74,547.8,647
Scott,IN,51.98,32.7,51973,14465,15.7,10.02,51.39,112.9,116
Shelby,IN,28.13,33.1,71550,17905,9.3,12.42,51.36,99.8,18
Spencer,IN,44.9,33.7,70498,15467,9.3,12.76,49.82,49.4,31
Starke,IN,42.19,33.3,63260,12701,16.2,10.72,50.66,72.7,15
Steuben,IN,31.65,33.4,91466,17312,8.4,10.33,50.12,91.7,400
Sullivan,IN,45.93,36.7,98330,16074,12.9,14.04,52.02,42.5,25
Switzerland,IN,45.31,35.2,63214,12984,15.4,11.73,50.84,36.2,59
Tippecanoe,IN,34.46,26.8,87934,17264,11.7,9.89,49.46,264.5,454
Union,IN,30.26,33.7,149921,14299,10.9,10.69,51.29,43.9,44
Vanderburgh,IN,43.99,34.5,101325,19955,14,13.25,52.83,710.6,442
Vermillion,IN,46.63,36.5,74398,16281,11.3,14.15,52.45,64.6,32
Vigo,IN,42.81,33,99213,16530,15.1,14.56,50.98,265.8,446
Wabash,IN,29.92,33.7,73236,16315,9.7,11.15,51.56,84.2,162
Warren,IN,34.15,36,47912,15471,9.6,12.9,50.48,22.5,38
Warrick,IN,41.78,33.3,56073,18622,7.1,11.54,50.71,121.3,44
Washington,IN,40.69,33.3,65278,14151,13.8,10.02,50.14,47.4,25
Wayne,IN,36.42,34.9,69174,16470,16.4,13.34,52.24,178.6,336
Wells,IN,27.26,33.1,91019,17873,7.1,10.82,51.35,70.5,144
White,IN,29.23,35.1,108531,16710,8.7,13.05,51.53,47.1,168
Whitley,IN,29.6,33.3,91840,17230,6.3,11.17,50.83,84.6,13
Adair,IA,39.46,39.3,138220,16324,12.1,12.81,51.7,14.8,108
Adams,IA,39.83,40.1,108057,15409,15.4,14.6,51.12,11.1,132
Appanoose,IA,44.09,37.9,95008,14636,19,13.25,52.29,27.8,333
Audubon,IA,41.03,40.3,143152,17612,11.4,14.73,51.85,16,128
Benton,IA,42.79,34.7,114227,16637,9.5,13.19,50.87,31.8,158
Black Hawk,IA,48.06,32.8,90720,17425,14.1,14.19,52.26,219.2,79
Boone,IA,48.39,36.6,74008,18902,9.2,13.02,52.09,44.3,220
Bremer,IA,40.75,35.2,128264,17168,8.4,11.96,51.3,52.8,40
Buchanan,IA,43.15,33.4,101325,16076,13.1,12.18,50.77,36.8,124
Buena Vista,IA,36.45,33.9,139358,16786,9.7,12.41,51.32,35,290
Butler,IA,35.7,37.9,104918,16317,9.7,11.58,51.03,27.2,76
Calhoun,IA,40.58,39.8,122010,18293,11.1,13.58,52.08,20.2,111
Carroll,IA,40.11,34.2,137163,18298,9.7,11.94,51.59,37.8,102
Cass,IA,31.61,38.3,143033,17391,11.9,12.85,52.25,26.6,180
Cedar,IA,40,36.1,134924,17920,9.2,12.33,51.13,30.5,224
Cerro Gordo,IA,46.99,35.4,104292,17910,10.3,14.42,52.62,82.3,500
Cherokee,IA,37.57,37.2,157590,17106,9.5,14.31,51.57,24.3,92
Chickasaw,IA,43.87,35.7,173639,16895,9.4,12.17,50.2,26.4,99
Clarke,IA,45.09,36.7,125501,14134,14.8,12.57,52.14,19.5,125
Clay,IA,39.93,35.1,122512,17667,9.7,13.99,52.15,31.1,214
Clayton,IA,40.72,35.9,116313,15639,11.8,12.31,50.7,24.1,51
Clinton,IA,46.81,35.1,93269,17385,11.8,14.52,51.89,73.8,67
Crawford,IA,39.16,35.4,136430,17233,13,12.49,51.11,23.4,168
Dallas,IA,44.1,34.6,95938,19759,7.8,11.36,51.01,52.7,193
Davis,IA,48.55,36.1,77807,14908,14.7,11.59,51.09,16.5,180
Decatur,IA,46.81,35.5,64483,12906,21.1,13.64,51.61,15.2,184
Delaware,IA,36.42,32.7,112964,15713,12,9.67,50.72,31.7,83
Des Moines,IA,53.37,35.9,101245,17810,11.7,15.11,52.12,103.1,526
Dickinson,IA,37.4,39.7,89895,19927,8.3,14.01,51.96,39.9,106
Dubuque,IA,47.8,33.1,108968,18086,10.2,12.47,51.54,143.7,273
Emmet,IA,44.5,36.1,124507,16375,12.4,13.97,51.68,29.3,239
Fayette,IA,40.62,36.4,128185,15076,13.5,13.12,51.24,30.1,42
Floyd,IA,47.59,37.9,134049,16975,12.7,14.01,52.41,33.8,227
Franklin,IA,38.91,38.1,109071,17704,11,13.71,51.68,19.2,89
