"submission_date","state","new_case","new_death"
"12/30/2021","DC",2241,1
"01/25/2022","MN",35491,37
"12/11/2021","SC",1140,17
"10/14/2021","NJ",1638,20
"10/18/2021","WY",344,0
"12/06/2021","RI",598,1
"09/24/2021","DC",187,0
"12/27/2021","KY",1583,29
"01/04/2022","VA",10726,7
"11/29/2021","KY",898,16
"01/21/2022","NJ",11883,142
"02/01/2022","SC",4260,28
"09/05/2021","VA",2390,11
"12/02/2021","OR",1035,42
"01/17/2022","MN",0,0
"09/01/2021","LA",2476,47
"12/29/2021","OR",2313,9
"11/17/2021","KY",1991,13
"10/09/2021","LA",487,10
"09/24/2021","FSM",0,0
"10/01/2021","VA",3505,43
"12/20/2021","SC",1098,1
"01/26/2022","OR",8191,54
"01/27/2022","DC",338,2
"11/18/2021","AZ",4184,56
"02/05/2022","LA",0,0
"10/30/2021","VA",0,0
"02/14/2022","VA",7087,195
"11/14/2021","FSM",0,0
"10/17/2021","KY",731,33
"01/10/2022","AZ",13937,0
"02/12/2022","WY",0,0
"11/13/2021","LA",0,0
"11/30/2021","DC",55,0
"01/08/2022","NJ",32700,70
"12/08/2021","AZ",3506,18
"02/15/2022","FSM",0,0
"10/13/2021","SC",956,40
"12/13/2021","WY",215,0
"12/17/2021","SC",1269,17
"11/09/2021","WY",297,55
"11/24/2021","AZ",4064,36
"10/03/2021","NJ",1454,7
"02/07/2022","LA",6394,48
"09/02/2021","FSM",0,0
"09/24/2021","LA",1002,39
"12/14/2021","LA",590,13
"10/29/2021","DC",132,2
"01/31/2022","VA",16374,84
"12/30/2021","NJ",35175,33
"02/12/2022","SC",3257,36
"12/23/2021","FSM",0,0
"12/28/2021","OR",1880,8
"11/11/2021","KY",1562,14
"12/14/2021","VA",3136,34
"11/27/2021","LA",250,0
"11/29/2021","NJ",2241,9
"09/07/2021","NJ",354,26
"02/04/2022","FSM",0,0
"10/21/2021","VA",1655,44
"09/19/2021","RI",314,2
"09/23/2021","SC",3249,44
"12/24/2021","AZ",3808,72
"12/09/2021","RI",1132,4
"12/14/2021","OR",872,49
"09/28/2021","FSM",0,0
"01/11/2022","OR",7999,35
"12/30/2021","OR",2930,15
"11/15/2021","MN",5262,0
"10/05/2021","NJ",1648,37
"12/21/2021","DC",1155,0
"01/30/2022","WY",0,0
"01/18/2022","WY",4085,13
"09/21/2021","DC",149,1
"10/21/2021","AZ",2495,49
"02/04/2022","SC",6109,45
"02/06/2022","LA",0,0
"12/25/2021","DC",0,0
"09/20/2021","NJ",1623,12
"11/22/2021","WY",484,0
"01/04/2022","AZ",7212,154
"11/06/2021","DC",0,0
"11/23/2021","FSM",0,0
"01/01/2022","FSM",0,0
"01/02/2022","OR",0,0
"12/15/2021","AZ",3249,81
"11/29/2021","OR",517,26
"01/23/2022","SC",19542,15
"09/08/2021","MN",5756,2
"11/21/2021","RI",350,2
"10/25/2021","VA",3495,85
"10/30/2021","NJ",1230,11
"12/27/2021","MN",4137,53
"12/09/2021","WY",180,0
"09/05/2021","MN",518,2
"12/11/2021","OR",0,0
"11/07/2021","DC",0,0
"01/16/2022","RI",3662,5
"11/01/2021","LA",1529,8
"12/07/2021","FSM",0,0
"12/31/2021","DC",0,0
"12/22/2021","OR",1163,31
"10/02/2021","VA",1894,34
"11/24/2021","KY",1999,13
"01/26/2022","VA",11741,35
"09/08/2021","OR",2329,47
"10/18/2021","NJ",767,12
"02/02/2022","SC",5006,92
"09/07/2021","OR",1444,15
"02/11/2022","FSM",0,0
"10/09/2021","FSM",0,0
"09/03/2021","FSM",0,0
"02/06/2022","RI",406,2
"09/24/2021","KY",3690,68
"09/27/2021","NJ",1159,18
"10/21/2021","MN",2351,26
"11/24/2021","DC",77,0
"02/14/2022","KY",1637,0
"02/17/2022","VA",2846,69
"10/16/2021","LA",358,9
"11/05/2021","RI",337,1
"12/10/2021","NJ",5463,17
"12/17/2021","MN",3836,54
"11/27/2021","OR",516,0
"01/31/2022","AZ",12259,-1
"11/11/2021","FSM",0,0
"01/13/2022","AZ",18573,10
"12/18/2021","WY",0,0
"01/31/2022","RI",650,4
"12/31/2021","AZ",7721,17
"11/01/2021","SC",512,3
"11/26/2021","DC",0,0
"09/22/2021","OR",2266,25
"12/10/2021","KY",2719,24
"02/16/2022","DC",120,2
"11/27/2021","SC",583,0
"09/07/2021","RI",137,4
"11/08/2021","AZ",2657,0
"01/29/2022","FSM",0,0
"11/12/2021","VA",1301,34
"09/19/2021","WY",513,0
"10/31/2021","OR",0,0
"10/18/2021","MN",951,11
"10/22/2021","NJ",1706,23
"10/26/2021","OR",1507,23
"10/17/2021","DC",109,0
"10/19/2021","AZ",1888,60
"12/27/2021","FSM",0,0
"01/06/2022","SC",13805,25
"12/21/2021","WY",144,24
"10/09/2021","AZ",2358,31
"11/16/2021","RI",559,3
"01/05/2022","NJ",37285,58
"01/04/2022","FSM",0,0
"01/01/2022","DC",0,0
"12/03/2021","DC",257,0
"12/31/2021","OR",0,0
"11/28/2021","WY",0,0
"10/19/2021","VA",1822,47
"10/30/2021","MN",0,0
"12/13/2021","OR",1376,39
"01/15/2022","FSM",0,0
"02/07/2022","AZ",4416,0
"12/25/2021","KY",2184,26
"01/23/2022","VA",0,0
"01/19/2022","AZ",20497,21
"12/25/2021","WY",0,0
"10/07/2021","RI",329,1
"09/11/2021","WY",393,0
"09/13/2021","DC",229,0
"10/13/2021","OR",1136,33
"12/19/2021","AZ",2745,3
"09/04/2021","FSM",0,0
"10/02/2021","NJ",1935,22
"11/17/2021","FSM",0,0
"10/22/2021","DC",114,0
"10/09/2021","DC",109,0
"02/08/2022","VA",4736,78
"01/22/2022","MN",0,0
"11/16/2021","FSM",0,0
"10/29/2021","KY",1174,19
"01/29/2022","LA",0,0
"10/09/2021","RI",337,0
"12/27/2021","WY",382,0
"02/03/2022","LA",4678,60
"10/15/2021","VA",1359,41
"09/27/2021","AZ",1959,0
"09/30/2021","OR",1870,20
"02/09/2022","SC",3178,32
"10/05/2021","VA",3919,44
"12/31/2021","MN",0,0
"01/21/2022","WY",1874,0
"01/29/2022","WY",0,0
"12/25/2021","RI",1204,5
"10/25/2021","NJ",943,12
"01/26/2022","NJ",7127,143
"10/12/2021","WY",483,39
"01/14/2022","RI",5722,9
"10/13/2021","KY",2098,40
"10/17/2021","MN",950,9
"12/20/2021","NJ",7095,16
"12/26/2021","DC",0,0
"12/03/2021","MN",5682,62
"12/31/2021","WY",0,0
"10/20/2021","WY",440,0
"11/22/2021","SC",622,1
"09/16/2021","SC",4475,50
"12/20/2021","WY",178,0
"02/07/2022","SC",3418,65
"11/12/2021","KY",1268,9
"12/01/2021","SC",830,22
"02/03/2022","RI",1067,5
"09/30/2021","RI",376,1
"11/25/2021","NJ",2851,16
"09/12/2021","SC",5682,38
"09/17/2021","FSM",0,0
"12/25/2021","AZ",3495,70
"09/11/2021","RI",382,3
"10/10/2021","RI",236,2
"11/22/2021","DC",319,0
"11/08/2021","DC",251,0
"11/12/2021","SC",907,12
"12/16/2021","DC",508,1
"11/24/2021","WY",213,0
"12/25/2021","VA",0,0
"12/27/2021","SC",2312,1
"11/14/2021","NJ",1701,3
"10/16/2021","DC",109,0
"02/18/2022","FSM",0,0
"09/23/2021","RI",364,3
"11/11/2021","LA",0,0
"09/12/2021","VA",2961,18
"09/26/2021","VA",2402,29
"09/11/2021","FSM",0,0
"10/28/2021","OR",1112,24
"02/10/2022","WY",403,0
"02/12/2022","AZ",4284,91
"01/12/2022","VA",18945,37
"02/11/2022","DC",192,4
"12/02/2021","MN",5307,72
"10/02/2021","DC",153,0
"11/14/2021","WY",0,0
"10/04/2021","RI",163,0
"01/26/2022","MN",15565,52
"09/27/2021","MN",930,8
"11/18/2021","MN",4820,32
"02/07/2022","RI",360,2
"11/16/2021","LA",470,9
"09/23/2021","NJ",2252,24
"10/07/2021","VA",2836,44
"11/05/2021","DC",91,0
"09/01/2021","FSM",0,0
"01/22/2022","OR",0,0
"12/01/2021","NJ",3188,19
"10/13/2021","DC",48,1
"01/26/2022","FSM",0,0
"10/27/2021","VA",1495,43
"09/12/2021","NJ",1847,4
"02/10/2022","AZ",7379,165
"01/28/2022","SC",11759,83
"01/07/2022","KY",9762,22
"10/31/2021","KY",554,22
"09/12/2021","LA",1550,21
"01/03/2022","SC",9706,2
"12/05/2021","FSM",0,0
"01/30/2022","RI",176,6
"12/09/2021","SC",1154,13
"01/23/2022","NJ",9195,13
"12/22/2021","WY",156,0
"11/09/2021","RI",347,0
"09/03/2021","DC",200,1
"01/08/2022","KY",7647,30
"10/01/2021","DC",178,2
"09/28/2021","SC",1830,44
"12/08/2021","RI",991,1
"02/05/2022","KY",2626,5
"01/12/2022","KY",12842,22
"10/10/2021","WY",277,0
"12/30/2021","VA",17619,22
"12/21/2021","MN",7383,41
"09/06/2021","SC",5201,65
"09/15/2021","VA",4181,37
"10/06/2021","WY",566,0
"12/19/2021","WY",0,0
"02/11/2022","NJ",2578,59
"12/12/2021","RI",928,8
"02/18/2022","VA",2799,70
"10/24/2021","DC",0,0
"11/30/2021","AZ",2971,77
"11/19/2021","RI",603,4
"12/24/2021","WY",0,0
"10/20/2021","KY",1551,35
"02/11/2022","KY",3773,2
"11/22/2021","NJ",1543,11
"01/03/2022","WY",1005,0
"10/26/2021","WY",341,25
"01/01/2022","RI",2763,7
"09/28/2021","KY",3782,61
"12/09/2021","MN",3742,40
"11/24/2021","LA",337,9
"12/13/2021","AZ",2391,4
"09/17/2021","DC",202,0
"10/09/2021","SC",1824,56
"09/06/2021","FSM",0,0
"01/22/2022","AZ",27681,55
"01/17/2022","AZ",12066,1
"12/10/2021","FSM",0,0
"11/13/2021","RI",392,1
"01/24/2022","DC",1350,8
"10/11/2021","MN",1067,9
"01/11/2022","SC",8835,10
"01/09/2022","SC",17052,28
"10/08/2021","VA",2532,48
"09/03/2021","RI",375,2
"02/03/2022","AZ",7794,61
"12/31/2021","SC",9221,19
"11/20/2021","RI",520,1
"11/08/2021","MN",4231,34
"11/22/2021","OR",1728,103
"10/28/2021","VA",1646,37
"12/25/2021","LA",0,0
"09/02/2021","MN",1900,21
"12/21/2021","KY",2388,34
"12/11/2021","MN",0,0
"01/16/2022","KY",10882,20
"09/13/2021","MN",896,4
"09/26/2021","LA",1018,18
"10/21/2021","WY",655,13
"12/29/2021","LA",9378,6
"11/27/2021","WY",0,0
"09/10/2021","RI",428,3
"10/22/2021","MN",2134,22
"10/07/2021","SC",1900,75
"01/31/2022","FSM",0,0
"10/01/2021","FSM",0,0
"01/31/2022","MN",12088,29
"02/01/2022","KY",7485,17
"12/11/2021","DC",0,0
"11/22/2021","RI",339,1
"01/10/2022","NJ",23060,38
"09/18/2021","FSM",0,0
"01/01/2022","OR",0,0
"11/20/2021","DC",0,0
"12/28/2021","VA",12113,36
"11/12/2021","FSM",0,0
"10/05/2021","RI",266,2
"09/15/2021","KY",5015,54
"11/25/2021","OR",516,0
"12/21/2021","OR",916,25
"10/09/2021","WY",277,0
"02/11/2022","VA",3955,102
"09/02/2021","SC",5418,61
"12/09/2021","VA",2848,27
"12/17/2021","NJ",7397,16
"10/15/2021","SC",1412,116
"10/10/2021","AZ",2182,32
"01/06/2022","LA",14077,11
"10/19/2021","NJ",1238,31
"02/09/2022","RI",664,4
"09/19/2021","VA",2876,29
"11/13/2021","WY",0,0
"01/04/2022","WY",746,46
"09/12/2021","MN",892,3
"12/03/2021","AZ",5236,14
"12/31/2021","RI",4376,11
"10/30/2021","AZ",2843,57
"11/14/2021","MN",0,0
"10/10/2021","DC",109,0
"01/05/2022","LA",10403,9
"11/06/2021","MN",0,0
"10/10/2021","LA",487,10
"12/01/2021","RI",975,3
"10/27/2021","OR",1321,16
"01/07/2022","WY",764,0
"12/14/2021","MN",9025,46
"10/21/2021","NJ",1468,22
"10/07/2021","NJ",2065,9
"11/20/2021","OR",0,0
"01/25/2022","SC",8756,3
"01/04/2022","SC",6176,2
"10/17/2021","WY",342,0
"02/03/2022","OR",5416,18
"02/13/2022","SC",2374,16
"12/31/2021","FSM",0,0
"01/11/2022","AZ",14160,213
"10/10/2021","NJ",1433,7
"09/05/2021","SC",6240,60
"01/08/2022","AZ",16504,88
"10/06/2021","NJ",1852,17
"01/17/2022","NJ",9078,31
"01/23/2022","MN",0,0
"10/19/2021","LA",581,38
"12/23/2021","KY",3072,23
"10/28/2021","AZ",2795,-11
"01/24/2022","NJ",4844,40
"11/27/2021","DC",0,0
"10/15/2021","FSM",0,0
"09/26/2021","RI",237,2
"12/05/2021","NJ",3496,5
"10/29/2021","NJ",1306,12
"12/16/2021","FSM",0,0
"11/19/2021","AZ",5070,78
"11/21/2021","KY",1072,15
"02/17/2022","MN",1815,37
"09/17/2021","OR",2073,22
"12/08/2021","SC",893,17
"02/04/2022","AZ",9077,100
"09/12/2021","KY",3395,52
"11/21/2021","VA",0,0
"09/21/2021","RI",375,0
"11/13/2021","VA",0,0
"11/01/2021","RI",133,1
"09/11/2021","AZ",3355,36
"10/06/2021","FSM",0,0
"12/11/2021","AZ",3774,74
"09/11/2021","NJ",2494,15
"11/25/2021","KY",1932,14
"01/28/2022","RI",1653,12
"01/24/2022","WY",2504,0
"11/08/2021","WY",672,0
"02/18/2022","SC",1936,14
"01/30/2022","DC",0,0
"11/03/2021","FSM",0,0
"12/16/2021","AZ",2911,20
"10/24/2021","AZ",1484,11
"10/01/2021","KY",4002,49
"11/06/2021","AZ",3592,60
"12/08/2021","VA",3074,30
"12/01/2021","DC",135,0
"09/08/2021","NJ",3498,29
"11/05/2021","SC",852,9
"01/31/2022","LA",8836,43
"02/12/2022","VA",0,0
"09/04/2021","VA",2390,11
"02/02/2022","DC",0,0
"01/18/2022","LA",29125,58
"11/25/2021","MN",0,0
"10/16/2021","OR",1086,8
"11/26/2021","SC",847,8
"12/12/2021","MN",0,0
"10/05/2021","DC",72,1
"02/12/2022","DC",0,0
"10/13/2021","VA",2602,59
"12/02/2021","FSM",0,0
"02/17/2022","AZ",2781,209
"11/05/2021","OR",1136,19
"11/08/2021","VA",3448,70
"11/12/2021","OR",1802,20
"02/07/2022","MN",5826,35
"12/26/2021","SC",2743,12
"12/18/2021","DC",0,0
"02/09/2022","FSM",0,0
"01/10/2022","OR",18503,18
"10/03/2021","DC",153,0
"11/02/2021","AZ",2350,-6
"09/06/2021","KY",2691,41
"01/02/2022","FSM",0,0
"09/14/2021","NJ",2038,22
"09/10/2021","MN",2037,13
"01/14/2022","VA",16841,5
"01/06/2022","KY",11702,17
"09/18/2021","MN",818,3
"01/07/2022","DC",1928,2
"12/07/2021","VA",2850,40
"12/28/2021","LA",4313,8
"01/12/2022","DC",1216,3
"01/09/2022","MN",0,0
"09/16/2021","VA",4212,35
"09/09/2021","RI",382,6
"09/30/2021","LA",872,49
"09/06/2021","NJ",1951,4
"11/24/2021","NJ",2208,12
"11/28/2021","AZ",2274,5
"11/24/2021","VA",1781,19
"09/05/2021","AZ",3071,1
"11/28/2021","SC",261,9
"09/06/2021","DC",146,0
"10/12/2021","SC",988,21
"11/27/2021","AZ",3655,47
"01/23/2022","OR",0,0
"11/11/2021","VA",1466,27
"12/23/2021","AZ",3222,25
"10/16/2021","AZ",2482,9
"11/02/2021","DC",71,2
"01/20/2022","DC",488,1
"12/11/2021","NJ",4596,25
"02/16/2022","VA",3090,69
"10/06/2021","MN",3883,40
"02/03/2022","VA",6500,155
"10/31/2021","DC",0,0
"11/10/2021","WY",411,0
"11/23/2021","SC",436,6
"11/25/2021","FSM",0,0
"12/07/2021","NJ",3950,29
"10/24/2021","WY",0,0
"01/27/2022","LA",6629,47
"01/18/2022","AZ",23836,183
"12/07/2021","RI",992,0
"02/09/2022","VA",4722,88
"12/10/2021","SC",1460,28
"11/21/2021","OR",0,0
"01/05/2022","WY",709,0
"01/11/2022","LA",12494,29
"11/02/2021","FSM",0,0
"10/19/2021","OR",1342,41
"09/09/2021","WY",533,0
"09/08/2021","KY",4821,59
"09/15/2021","AZ",2432,29
"12/10/2021","VA",1492,34
"11/16/2021","MN",10904,51
"11/29/2021","VA",4229,54
"02/13/2022","KY",2124,0
"12/12/2021","FSM",0,0
"12/29/2021","WY",325,0
"12/30/2021","SC",6278,9
"02/07/2022","WY",880,0
"12/20/2021","AZ",2176,0
"10/27/2021","KY",1437,19
"12/24/2021","VA",8610,24
"09/06/2021","WY",321,0
"09/09/2021","VA",4479,26
"01/22/2022","VA",0,0
"09/27/2021","WY",359,0
"12/12/2021","OR",0,0
"02/05/2022","VA",0,0
"10/26/2021","LA",460,16
"11/15/2021","OR",1918,53
"02/13/2022","RI",0,0
"01/17/2022","WY",0,0
"10/20/2021","LA",495,36
"09/22/2021","KY",4170,66
"10/05/2021","WY",538,45
"10/26/2021","FSM",0,0
"10/06/2021","DC",115,1
"09/28/2021","MN",6192,21
"11/19/2021","WY",235,0
"02/10/2022","OR",3140,22
"12/03/2021","LA",479,12
"02/17/2022","SC",1977,114
"02/12/2022","FSM",0,0
"09/11/2021","VA",2961,18
"10/14/2021","FSM",0,0
"01/08/2022","LA",0,0
"09/23/2021","MN",2291,21
"09/27/2021","FSM",0,0
"10/24/2021","SC",879,48
"10/07/2021","LA",971,37
"11/26/2021","LA",250,0
"11/20/2021","SC",926,18
"11/04/2021","MN",3698,32
"02/17/2022","WY",187,0
"01/08/2022","RI",4874,3
"10/31/2021","FSM",0,0
"02/09/2022","OR",3297,57
"12/26/2021","NJ",14159,7
"10/10/2021","MN",1065,8
"01/15/2022","WY",0,0
"11/27/2021","MN",0,0
"10/24/2021","KY",835,19
"12/05/2021","WY",0,0
"10/12/2021","LA",1129,34
"12/11/2021","FSM",0,0
"12/03/2021","WY",252,0
"12/21/2021","NJ",8494,32
"11/09/2021","MN",7165,20
"11/22/2021","AZ",3249,2
"01/26/2022","CO",6962,20
"01/01/2022","UT",0,0
"10/26/2021","HI",69,0
"09/23/2021","NYC",1755,20
"10/23/2021","GA",0,0
"11/18/2021","AK",517,0
"09/02/2021","WV",1632,11
"09/24/2021","GA",4300,140
"11/14/2021","OK",0,0
"01/11/2022","PW",3,0
"11/14/2021","TX",553,38
"10/05/2021","CO",2280,17
"11/04/2021","OK",576,4
"12/05/2021","AK",0,0
"01/05/2022","MA",30805,54
"10/10/2021","PR",175,1
"01/23/2022","FL",35645,181
"02/02/2022","UT",3609,12
"11/05/2021","AK",856,1
"11/06/2021","TX",2469,132
"01/06/2022","KS",0,0
"10/27/2021","GA",2011,113
"09/13/2021","NYC",1550,5
"12/17/2021","FL",10087,25
"12/30/2021","GA",24420,64
"12/27/2021","FL",33310,29
"01/23/2022","KS",0,0
"11/14/2021","UT",0,0
"10/31/2021","AS",0,0
"11/13/2021","TX",3849,84
"12/25/2021","UT",0,0
"09/09/2021","PR",689,17
"09/12/2021","FL",6555,266
"12/20/2021","FL",14900,25
"10/23/2021","KS",0,0
"10/20/2021","FL",2493,71
"01/24/2022","NYC",7795,223
"12/31/2021","MP",47,0
"09/17/2021","AS",0,0
"11/11/2021","TX",3767,324
"10/10/2021","MP",0,0
"12/16/2021","UT",1104,9
"01/17/2022","HI",4637,0
"01/11/2022","GA",24865,50
"11/18/2021","KS",0,0
"10/29/2021","TX",5268,178
"10/18/2021","PW",0,0
"01/05/2022","WV",2928,11
"12/18/2021","HI",698,3
"01/14/2022","MP",103,1
"10/15/2021","TX",6033,275
"12/10/2021","NYC",0,0
"10/22/2021","KS",947,26
"01/03/2022","OK",12023,0
"09/29/2021","GA",4435,176
"01/06/2022","OK",6438,0
"12/22/2021","UT",1406,11
"11/01/2021","MP",0,0
"01/07/2022","HI",3520,3
"10/05/2021","PW",0,0
"09/09/2021","AK",805,0
"10/15/2021","PR",104,1
"10/30/2021","GA",0,0
"12/01/2021","GA",1654,61
"02/01/2022","TX",35521,200
"12/27/2021","UT",4607,16
"09/03/2021","HI",862,7
"11/03/2021","OK",1501,18
"01/06/2022","AS",0,0
"01/03/2022","AS",0,0
"12/03/2021","WV",1244,17
"09/28/2021","MP",1,0
"02/17/2022","FL",5325,7
"10/25/2021","NYC",931,9
"12/14/2021","AR",782,15
"11/05/2021","UT",1874,10
"01/30/2022","HI",2683,7
"09/05/2021","FL",11175,342
"12/07/2021","WV",771,31
"10/14/2021","TX",5852,190
"01/30/2022","PR",1615,17
"11/05/2021","PW",0,0
"10/19/2021","MP",1,0
"09/17/2021","WV",2320,57
"12/20/2021","OK",3895,0
"11/11/2021","CO",3912,33
"01/10/2022","NYC",27877,190
"01/25/2022","CO",7859,86
"10/28/2021","OK",1616,28
"11/21/2021","WV",720,0
"02/13/2022","GA",0,0
"12/08/2021","HI",72,6
"12/14/2021","OK",0,0
"10/05/2021","KS",1156,0
"09/01/2021","NYC",1785,10
"01/26/2022","MP",124,1
"11/19/2021","HI",198,6
"02/13/2022","TX",8850,228
"11/01/2021","OK",1452,117
"01/25/2022","OK",8159,0
"10/12/2021","MP",4,0
"02/08/2022","GA",4574,120
"10/07/2021","AR",893,21
"11/23/2021","PW",0,0
"12/11/2021","UT",0,0
"09/10/2021","TX",23245,400
"09/15/2021","AS",0,0
"11/01/2021","PW",0,0
"12/31/2021","AR",3957,17
"11/26/2021","OK",751,0
"11/13/2021","AR",590,2
"11/26/2021","MP",45,0
"09/04/2021","HI",875,1
"09/01/2021","AK",761,4
"10/04/2021","FL",3755,106
"01/09/2022","UT",0,0
"10/10/2021","MA",1155,9
"01/01/2022","CO",0,0
"01/12/2022","TX",75817,136
"01/27/2022","MP",128,0
"11/08/2021","FL",1867,27
"02/18/2022","PR",377,9
"01/22/2022","KS",0,0
"10/16/2021","AR",562,3
"12/01/2021","NYC",2795,9
"12/18/2021","CO",0,0
"09/28/2021","AS",0,0
"09/08/2021","CO",1580,16
"02/09/2022","OK",0,0
"09/06/2021","WV",1316,24
"01/12/2022","HI",3460,5
"12/01/2021","HI",88,8
"12/12/2021","PW",0,0
"09/13/2021","WV",1417,31
"10/23/2021","PR",134,0
"12/15/2021","AS",0,0
"12/25/2021","WV",0,0
"01/13/2022","HI",3351,4
"10/12/2021","KS",1060,0
"01/16/2022","AS",0,0
"02/12/2022","NYC",0,0
"11/27/2021","KS",825,0
"12/27/2021","MA",13791,25
"10/16/2021","MA",996,3
"11/03/2021","KS",2263,26
"01/26/2022","PW",0,0
"10/07/2021","MP",1,0
"09/23/2021","KS",1263,0
"09/16/2021","PW",0,0
"11/13/2021","NYC",0,0
"02/16/2022","PR",547,5
"10/02/2021","FL",3227,128
"10/28/2021","PR",151,2
"09/08/2021","HI",371,0
"11/17/2021","PW",0,0
"11/20/2021","TX",2670,87
"10/08/2021","CO",2911,40
"12/29/2021","HI",1554,3
"01/12/2022","WV",4440,29
"11/16/2021","AR",814,13
"12/21/2021","AR",955,15
"01/20/2022","HI",5811,9
"12/06/2021","PR",85,1
"02/04/2022","PR",0,0
"09/17/2021","UT",1749,8
"12/10/2021","HI",157,5
"01/19/2022","NYC",12688,106
"12/31/2021","WV",0,0
"09/17/2021","CO",2190,25
"09/15/2021","PW",2,0
"02/08/2022","AS",0,0
"12/07/2021","AR",932,24
"09/15/2021","AK",1066,2
"11/09/2021","TX",5359,96
"02/15/2022","KS",0,0
"09/13/2021","FL",10794,286
"11/14/2021","AR",307,5
"09/21/2021","CO",1337,23
"02/01/2022","OK",4588,0
"09/14/2021","OK",1966,39
"10/23/2021","MA",0,0
"09/10/2021","MP",0,0
"10/18/2021","KS",508,3
"10/29/2021","AS",0,0
"01/08/2022","AS",0,0
"12/23/2021","FL",32000,27
"01/24/2022","CO",22205,48
"09/14/2021","UT",1274,13
"09/20/2021","AS",1,0
"02/08/2022","CO",2880,12
"10/08/2021","AR",739,8
"01/29/2022","PW",0,0
"10/12/2021","MA",1160,10
"12/08/2021","PW",0,0
"01/14/2022","CO",14226,34
"09/22/2021","AS",0,0
"10/03/2021","KS",605,1
"02/09/2022","MP",221,0
"01/08/2022","PW",0,0
"10/12/2021","GA",1758,52
"10/04/2021","KS",607,1
"09/10/2021","MA",1873,18
"01/01/2022","OK",0,0
"12/23/2021","PR",0,0
"01/13/2022","MP",51,0
"09/07/2021","OK",1300,23
"09/13/2021","MA",1695,7
"02/18/2022","HI",471,2
"12/14/2021","PR",134,1
"12/04/2021","KS",0,0
"09/27/2021","NYC",1477,18
"02/06/2022","HI",898,4
"09/03/2021","GA",12018,114
"01/07/2022","MP",80,1
"09/28/2021","UT",1130,13
"11/27/2021","MP",43,0
"11/22/2021","AS",0,0
"09/09/2021","MA",2407,18
"10/02/2021","KS",605,1
"09/25/2021","WV",1758,0
"09/10/2021","KS",2151,73
"10/17/2021","MA",996,3
"12/24/2021","PR",0,0
"01/01/2022","KS",0,0
"12/17/2021","TX",5991,98
"12/25/2021","CO",0,0
"11/18/2021","PR",191,1
"11/18/2021","AS",0,0
"09/24/2021","UT",1672,9
"11/19/2021","MP",23,0
"01/25/2022","PR",4229,50
"09/21/2021","FL",10164,227
"12/18/2021","PR",1755,5
"12/11/2021","TX",4704,27
"01/27/2022","AR",6016,22
"09/27/2021","UT",1060,9
"10/01/2021","AK",1005,1
"11/14/2021","AS",0,0
"10/18/2021","MP",0,0
"02/09/2022","CO",3061,122
"10/15/2021","NYC",831,6
"02/17/2022","HI",610,16
"10/03/2021","TX",2677,142
"09/28/2021","WV",340,10
"01/20/2022","OK",13939,0
"01/04/2022","TX",53553,60
"02/01/2022","PR",1703,32
"11/26/2021","CO",1428,19
"09/04/2021","NYC",1499,11
"12/07/2021","KS",0,0
"12/13/2021","KS",3245,45
"11/26/2021","PR",104,0
"09/29/2021","OK",1880,25
"02/11/2022","MA",2847,54
"11/11/2021","AS",0,0
"12/24/2021","NYC",0,0
"09/06/2021","MP",0,0
"02/10/2022","AS",0,0
"11/23/2021","MA",3111,25
"09/24/2021","AS",0,0
"01/04/2022","HI",1500,0
"10/27/2021","HI",175,1
"09/17/2021","AR",1809,17
"12/02/2021","NYC",2050,11
"12/05/2021","PR",146,1
"09/11/2021","AS",0,0
"02/08/2022","MA",2128,130
"11/23/2021","MP",10,0
"10/17/2021","GA",1105,54
"10/23/2021","TX",3771,209
"02/05/2022","MA",0,0
"12/14/2021","UT",920,12
"12/10/2021","MP",0,0
"12/14/2021","AS",0,0
"10/10/2021","KS",566,4
"09/09/2021","HI",421,7
"12/15/2021","PR",471,1
"11/14/2021","CO",0,0
"10/30/2021","MP",9,0
"02/10/2022","MP",226,0
"10/04/2021","UT",1100,4
"01/21/2022","AK",6327,0
"01/25/2022","HI",1855,0
"01/16/2022","HI",3856,3
"12/26/2021","PW",0,0
"12/06/2021","FL",1774,27
"09/08/2021","MP",0,0
"12/23/2021","AK",0,0
"01/05/2022","MP",65,0
"12/30/2021","MP",123,0
"01/20/2022","UT",11608,22
"02/18/2022","UT",999,15
"09/19/2021","PR",187,5
"01/16/2022","FL",31540,181
"11/05/2021","MP",9,0
"09/06/2021","FL",10243,375
"11/11/2021","OK",1043,-11
"12/04/2021","HI",117,4
"09/17/2021","NYC",1736,10
"02/03/2022","UT",3482,10
"01/13/2022","MA",21709,37
"10/03/2021","NYC",1444,9
"12/07/2021","MA",4506,51
"12/31/2021","MA",22703,52
"09/27/2021","PW",0,0
"09/03/2021","AS",0,0
"12/04/2021","MA",0,0
"12/19/2021","PW",0,0
"09/07/2021","KS",1145,12
"10/11/2021","NYC",945,13
"12/09/2021","WV",1182,19
"01/07/2022","FL",69462,96
"11/30/2021","OK",585,2
"11/20/2021","MP",7,0
"10/16/2021","AK",691,16
"09/19/2021","WV",1604,0
"02/18/2022","TX",10475,240
"02/18/2022","CO",4283,22
"02/12/2022","PR",567,17
"01/31/2022","KS",7846,14
"09/24/2021","TX",13498,436
"01/09/2022","NYC",125572,110
"10/29/2021","PW",0,0
"02/04/2022","GA",8798,108
