"submission_date","state","new_case","new_death"
"12/29/2021","DE",1085,7
"10/03/2021","NV",623,7
"01/25/2022","WA",13233,82
"09/04/2021","WI",1490,4
"01/30/2022","ME",0,0
"09/17/2021","ND",488,1
"10/17/2021","AL",337,19
"12/13/2021","MD",1451,12
"10/06/2021","ND",705,5
"12/21/2021","MS",740,8
"02/07/2022","CA",73361,517
"01/24/2022","NV",15838,24
"10/19/2021","ND",578,8
"10/27/2021","DE",262,1
"10/14/2021","IL",2481,63
"11/09/2021","AL",234,12
"02/06/2022","IL",0,0
"01/11/2022","WI",14811,52
"10/25/2021","CA",0,0
"12/20/2021","MS",1434,5
"02/15/2022","ND",426,3
"10/31/2021","NH",0,0
"09/06/2021","MD",1027,17
"11/25/2021","VT",502,1
"01/30/2022","IN",0,0
"10/16/2021","AL",524,27
"02/01/2022","GU",680,2
"01/03/2022","MD",14927,28
"12/26/2021","MD",6200,30
"09/13/2021","NE",632,2
"11/18/2021","MS",380,2
"11/25/2021","ME",548,0
"10/08/2021","MD",1176,17
"12/08/2021","WI",4084,0
"01/10/2022","MD",10154,62
"12/27/2021","ME",1430,17
"02/15/2022","DE",133,2
"01/17/2022","MO",1,0
"10/26/2021","NV",724,30
"09/01/2021","MD",1374,13
"01/22/2022","ID",1945,-1
"09/19/2021","ID",300,0
"01/20/2022","MT",2043,2
"11/12/2021","IL",7952,57
"11/28/2021","VI",0,0
"12/03/2021","CT",863,16
"10/13/2021","MO",1459,16
"01/02/2022","MI",0,0
"10/27/2021","MS",344,2
"01/13/2022","MT",1768,2
"09/06/2021","MO",1085,3
"11/14/2021","NE",0,0
"12/25/2021","ND",167,0
"09/07/2021","MI",1730,10
"12/27/2021","NH",4483,30
"01/26/2022","VT",489,3
"01/14/2022","DE",3325,16
"09/16/2021","MS",2321,24
"11/05/2021","MI",6759,29
"11/15/2021","NV",1738,36
"01/23/2022","ME",1,0
"09/16/2021","CA",13885,186
"09/29/2021","MO",1859,8
"02/14/2022","DE",214,0
"09/26/2021","NH",417,1
"11/16/2021","GU",32,0
"10/31/2021","ME",0,0
"10/04/2021","VI",15,1
"11/11/2021","GU",23,0
"09/09/2021","DE",352,6
"09/19/2021","MI",2734,8
"12/09/2021","NV",1211,7
"01/14/2022","VT",0,0
"12/10/2021","MO",3377,15
"11/23/2021","CT",754,0
"02/18/2022","MO",955,11
"09/24/2021","WA",3129,60
"09/01/2021","NH",332,3
"11/14/2021","CT",0,0
"09/05/2021","WI",1490,4
"09/18/2021","CT",481,0
"12/08/2021","MS",787,6
"10/17/2021","ND",108,0
"12/18/2021","NH",0,0
"01/17/2022","VI",0,0
"10/16/2021","MS",256,2
"09/26/2021","NC",4246,69
"09/28/2021","NC",3992,58
"11/20/2021","DE",480,5
"12/11/2021","AL",311,7
"09/18/2021","AL",1972,65
"10/08/2021","NV",745,39
"11/16/2021","DE",144,2
"12/13/2021","CT",7893,0
"11/27/2021","NH",915,0
"02/14/2022","AL",2336,3
"10/26/2021","IN",1409,58
"11/08/2021","NC",1008,16
"11/06/2021","MT",0,0
"09/04/2021","MO",1507,0
"11/29/2021","NE",1932,9
"02/16/2022","IL",3323,138
"09/04/2021","AL",2856,74
"01/27/2022","NC",24450,58
"02/06/2022","WI",0,0
"11/13/2021","ID",273,10
"12/27/2021","IN",20371,64
"02/02/2022","ID",2325,28
"12/27/2021","MO",9979,7
"10/11/2021","AL",897,30
"01/01/2022","IL",0,0
"11/18/2021","GU",21,0
"09/21/2021","IL",3002,24
"09/17/2021","NC",7214,78
"10/11/2021","VT",206,3
"09/17/2021","MI",2973,20
"10/16/2021","NH",538,1
"02/09/2022","WI",3160,47
"01/24/2022","ND",975,9
"11/28/2021","MD",838,12
"02/18/2022","MS",1190,46
"09/30/2021","CA",10221,153
"11/21/2021","NC",1637,18
"12/07/2021","NH",861,13
"09/10/2021","NC",8310,67
"09/04/2021","NV",798,5
"01/07/2022","MT",1143,1
"11/14/2021","ID",0,0
"10/05/2021","MD",649,19
"01/04/2022","NH",1148,31
"11/11/2021","WA",0,0
"09/08/2021","AL",4414,73
"01/10/2022","NE",7557,18
"10/10/2021","IL",1965,19
"11/13/2021","AL",247,11
"02/03/2022","WA",0,0
"10/09/2021","ND",136,0
"10/03/2021","MS",521,8
"12/28/2021","CA",49431,97
"02/02/2022","MT",1422,10
"11/01/2021","NC",1017,22
"02/02/2022","MI",10939,203
"09/03/2021","NC",8693,72
"12/28/2021","NE",1710,5
"10/19/2021","MT",1327,23
"01/03/2022","DE",2386,0
"12/28/2021","NC",6869,29
"11/06/2021","MI",0,0
"09/21/2021","DE",272,7
"01/19/2022","VT",0,0
"09/09/2021","MD",907,11
"09/09/2021","NH",523,5
"10/25/2021","NE",2239,3
"09/09/2021","CA",11638,201
"11/28/2021","ME",0,0
"01/05/2022","VI",446,0
"12/15/2021","AL",833,9
"12/18/2021","IN",0,0
"01/19/2022","IN",16207,115
"12/19/2021","NV",0,0
"11/11/2021","IN",2929,19
"12/21/2021","ID",423,14
"11/17/2021","ME",1970,12
"10/02/2021","ND",133,0
"11/03/2021","CT",391,0
"09/02/2021","NH",298,1
"09/04/2021","DE",461,3
"10/03/2021","VI",15,0
"12/11/2021","NE",0,0
"12/08/2021","GU",13,0
"01/05/2022","MS",6592,11
"10/22/2021","MD",863,17
"02/04/2022","MO",2698,5
"01/11/2022","MS",5737,20
"09/28/2021","IN",2318,88
"12/14/2021","VT",222,0
"01/31/2022","ID",2581,16
"12/06/2021","WA",3294,23
"02/18/2022","WI",1545,25
"10/01/2021","MI",4774,32
"02/07/2022","WI",7347,69
"10/29/2021","VI",18,0
"01/09/2022","CT",0,0
"12/15/2021","VT",319,4
"10/11/2021","CT",367,0
"11/26/2021","IL",3852,0
"01/06/2022","IN",15208,152
"09/07/2021","NC",3801,67
"10/29/2021","AL",559,7
"12/21/2021","MT",242,11
"09/13/2021","MT",408,4
"11/08/2021","NH",1993,2
"02/12/2022","CT",0,0
"02/02/2022","ME",1401,18
"11/10/2021","IL",5044,28
"11/27/2021","DE",242,0
"10/18/2021","DE",295,0
"09/20/2021","VI",16,0
"09/13/2021","WI",1315,7
"01/20/2022","IN",16370,137
"01/05/2022","NH",3176,9
"09/13/2021","CA",6842,15
"09/28/2021","VT",72,1
"10/28/2021","MS",343,4
"09/09/2021","MO",3289,20
"12/31/2021","DE",3503,0
"10/07/2021","NC",3866,40
"11/22/2021","CT",2060,3
"10/17/2021","NV",465,9
"01/01/2022","MD",14916,36
"12/21/2021","ME",1462,4
"11/16/2021","WA",1299,39
"10/16/2021","VI",29,0
"12/14/2021","WA",1121,28
"02/12/2022","NH",0,0
"09/02/2021","VI",27,1
"10/10/2021","AL",460,32
"10/28/2021","MT",983,8
"01/16/2022","NC",34902,51
"09/24/2021","IL",3304,42
"12/02/2021","VT",583,1
"01/16/2022","MD",8215,65
"11/23/2021","MI",7360,100
"11/10/2021","AL",1223,15
"12/10/2021","CT",3280,26
"01/25/2022","VI",43,0
"12/12/2021","ID",0,0
"09/02/2021","ND",440,2
"01/26/2022","DE",878,4
"01/20/2022","ME",1367,2
"12/24/2021","ND",0,0
"01/22/2022","CA",0,0
"10/10/2021","NE",346,0
"09/18/2021","ND",99,0
"11/17/2021","AL",612,6
"01/20/2022","ID",3462,25
"09/02/2021","WA",4364,32
"10/31/2021","VI",2,0
"11/08/2021","MD",555,10
"01/22/2022","MT",0,0
"10/25/2021","AL",991,16
"01/30/2022","MT",0,0
"11/26/2021","GU",3,0
"10/20/2021","MO",1178,7
"11/04/2021","ME",605,7
"01/11/2022","IN",11808,112
"02/12/2022","IL",0,0
"09/16/2021","NH",612,0
"02/02/2022","MD",1474,40
"12/24/2021","MI",0,0
"12/19/2021","DE",698,0
"01/01/2022","NV",0,0
"09/10/2021","NH",332,5
"01/09/2022","ID",0,0
"12/29/2021","IN",7914,59
"11/05/2021","NC",1826,25
"02/05/2022","GU",344,0
"11/08/2021","GU",64,6
"10/11/2021","MD",809,24
"01/25/2022","NC",16621,62
"11/26/2021","MO",1348,0
"09/09/2021","MI",3488,23
"11/01/2021","CA",19351,13
"01/24/2022","NE",12554,35
"12/10/2021","CA",6252,77
"11/06/2021","NE",0,0
"12/17/2021","MD",3535,18
"12/11/2021","MI",0,0
"11/20/2021","WA",0,0
"01/11/2022","MT",1507,6
"02/12/2022","NE",0,0
"09/29/2021","DE",294,3
"11/27/2021","MO",1348,0
"02/11/2022","CT",1189,41
"10/03/2021","DE",402,0
"02/11/2022","VI",21,0
"11/01/2021","WA",4673,31
"10/25/2021","CT",899,0
"02/06/2022","CA",0,0
"09/26/2021","VI",24,0
"01/21/2022","MT",2003,10
"02/10/2022","NV",974,41
"11/04/2021","IN",2024,22
"09/19/2021","WI",2631,3
"12/17/2021","IL",10765,67
"09/16/2021","GU",204,5
"09/17/2021","VT",214,4
"11/13/2021","NC",1596,18
"10/24/2021","MD",717,11
"09/22/2021","MS",2071,24
"02/08/2022","IN",3144,99
"12/08/2021","CT",789,1
"12/29/2021","GU",35,0
"11/09/2021","CA",3945,19
"10/01/2021","WA",3284,39
"12/18/2021","ID",155,0
"12/30/2021","WI",8905,32
"12/07/2021","IL",7068,91
"12/30/2021","IL",30386,109
"01/04/2022","WA",6192,56
"11/18/2021","MD",1079,8
"01/05/2022","WI",13760,73
"10/23/2021","CA",0,0
"11/21/2021","VI",7,0
"12/01/2021","MI",10697,108
"11/01/2021","ID",1001,33
"01/16/2022","WA",0,0
"01/01/2022","NE",0,0
"01/27/2022","MD",3440,54
"09/03/2021","ME",481,1
"12/28/2021","ID",1019,20
"11/19/2021","DE",470,0
"11/12/2021","DE",433,0
"12/24/2021","CT",0,0
"12/12/2021","MS",0,0
"11/26/2021","NV",393,0
"11/17/2021","NV",730,11
"09/08/2021","MI",3308,27
"01/10/2022","MI",49291,59
"10/05/2021","NH",396,5
"11/09/2021","MI",5297,47
"01/02/2022","MD",11291,46
"10/17/2021","VT",231,1
"10/07/2021","IL",3371,46
"11/03/2021","MO",1181,1
"09/03/2021","IN",5029,25
"12/20/2021","NE",1611,4
"11/08/2021","WA",5221,29
"10/21/2021","VI",19,0
"10/23/2021","GU",35,0
"01/29/2022","AL",5398,43
"12/31/2021","GU",11,0
"01/04/2022","AL",11916,18
"12/15/2021","ND",415,5
"10/19/2021","MD",543,15
"10/12/2021","MO",1330,106
"12/31/2021","NH",0,0
"01/11/2022","CA",143380,14
"01/15/2022","VI",239,0
"09/19/2021","NH",359,0
"10/09/2021","DE",606,0
"10/15/2021","IN",2262,20
"01/15/2022","ND",2239,1
"12/29/2021","MT",608,1
"01/13/2022","DE",4493,3
"11/20/2021","ID",246,1
"09/25/2021","MT",417,9
"10/28/2021","WI",2565,20
"01/21/2022","MI",23097,50
"09/02/2021","VT",204,3
"10/13/2021","IL",2913,48
"09/01/2021","CA",23387,143
"01/22/2022","NV",0,0
"09/23/2021","ND",640,2
"12/21/2021","MI",7537,88
"01/16/2022","VI",0,0
"12/15/2021","MO",3555,18
"12/02/2021","MT",332,17
"11/21/2021","WI",0,0
"11/30/2021","MO",3061,10
"02/14/2022","IN",4051,50
"11/18/2021","DE",422,11
"11/28/2021","NH",915,0
"12/05/2021","NE",0,0
"01/10/2022","GU",422,1
"01/06/2022","CT",8823,0
"02/07/2022","ID",1986,17
"02/09/2022","MT",1027,8
"01/08/2022","NH",0,0
"09/22/2021","WA",2255,58
"01/30/2022","AL",5020,34
"12/28/2021","IL",20804,104
"11/02/2021","DE",76,4
"01/04/2022","ID",1722,19
"01/30/2022","IL",0,0
"10/01/2021","ID",1778,24
"02/11/2022","CA",22947,363
"02/17/2022","MS",587,18
"10/14/2021","ME",551,5
"10/10/2021","MS",349,2
"11/24/2021","ME",1,0
"02/01/2022","AL",5582,28
"01/31/2022","VT",2161,8
"12/23/2021","NE",1176,10
"10/16/2021","DE",494,11
"12/08/2021","DE",576,3
"02/15/2022","NH",2892,22
"12/01/2021","AL",732,9
"09/01/2021","MI",3007,18
"02/17/2022","NV",323,43
"12/26/2021","MI",0,0
"12/19/2021","MT",0,0
"11/03/2021","WI",2421,28
"11/17/2021","CT",838,8
"10/04/2021","MT",494,3
"09/07/2021","NE",1156,5
"11/28/2021","WA",983,0
"10/08/2021","VI",9,1
"01/16/2022","CT",0,0
"09/29/2021","MT",1334,12
"09/10/2021","NV",1552,21
"01/01/2022","NC",20927,19
"09/05/2021","ND",87,0
"10/29/2021","ME",5,0
"10/20/2021","IL",2447,52
"01/01/2022","GU",0,0
"01/08/2022","NV",0,0
"11/22/2021","CA",15344,199
"02/04/2022","ID",2428,12
"09/04/2021","MS",1926,24
"11/19/2021","WI",4165,16
"09/10/2021","IN",5328,22
"11/14/2021","VI",0,0
"11/07/2021","WA",0,0
"01/12/2022","CA",102310,119
"10/08/2021","DE",516,20
"12/09/2021","NE",1096,19
"01/03/2022","MO",27692,12
"12/22/2021","MD",4621,23
"02/04/2022","WI",4008,52
"01/14/2022","WI",27713,58
"09/05/2021","NH",250,1
"10/26/2021","NC",1625,30
"01/22/2022","GU",356,0
"01/13/2022","VI",291,1
"01/20/2022","NV",6175,21
"11/17/2021","ND",641,7
"02/10/2022","VI",22,1
"02/04/2022","ND",1184,6
"10/30/2021","NE",0,0
"12/10/2021","AL",709,5
"09/28/2021","IL",2375,39
"01/08/2022","ID",386,2
"11/25/2021","MI",5563,0
"12/02/2021","GU",12,0
"10/16/2021","ME",48,1
"01/10/2022","MT",1925,4
"12/25/2021","DE",1554,0
"10/02/2021","DE",618,18
"11/07/2021","WI",0,0
"10/24/2021","CA",0,0
"11/27/2021","VI",0,0
"10/09/2021","MS",346,1
"12/26/2021","ME",0,3
"09/21/2021","WI",4064,18
"01/19/2022","NV",5185,34
"12/04/2021","ME",5,1
"09/12/2021","WI",1313,6
"01/27/2022","IN",12198,109
"10/23/2021","VI",8,0
"02/16/2022","MD",751,16
"12/28/2021","MO",4782,169
"12/31/2021","NC",21275,32
"09/27/2021","NH",418,2
"01/20/2022","MS",8329,17
"11/16/2021","ME",3,0
"11/28/2021","CA",4195,0
"01/12/2022","IL",34573,159
"11/06/2021","VI",15,0
"09/01/2021","ID",1163,8
"09/27/2021","AL",2008,51
"09/07/2021","MO",2510,154
"02/07/2022","MD",796,21
"12/13/2021","VT",219,2
"11/04/2021","NH",733,11
"10/07/2021","AL",1102,35
"11/13/2021","WI",0,0
"12/04/2021","MT",0,0
"12/22/2021","IL",16581,81
"09/19/2021","ME",208,6
"09/29/2021","ID",1684,24
"12/12/2021","MO",2107,1
"02/03/2022","VI",28,0
"09/11/2021","VT",206,3
"01/18/2022","NH",14683,6
"02/09/2022","IL",4742,124
"10/08/2021","MI",4916,29
"11/30/2021","CA",4667,56
"09/14/2021","VT",171,2
"11/08/2021","MO",1333,100
"12/04/2021","WI",0,0
"12/08/2021","CA",4672,130
"09/07/2021","VI",15,2
"09/16/2021","VI",23,0
"11/13/2021","GU",22,0
"12/23/2021","NV",1443,10
"09/17/2021","MT",1219,12
"02/12/2022","WA",0,0
"01/21/2022","ND",2662,6
"12/30/2021","MT",663,1
"01/22/2022","WA",0,0
"12/15/2021","MI",7779,100
"02/10/2022","DE",499,3
"10/04/2021","ND",1137,2
"09/12/2021","ME",333,4
"09/05/2021","DE",367,0
"11/04/2021","NE",1025,13
"11/06/2021","NC",1707,20
"10/21/2021","MT",976,14
"01/15/2022","DE",3283,28
"02/01/2022","NE",0,0
"11/28/2021","DE",263,0
"09/05/2021","MT",304,0
"01/14/2022","NE",0,0
"12/26/2021","NC",4806,27
"02/10/2022","MS",1661,53
"12/14/2021","NC",2919,26
"02/09/2022","ME",0,0
"12/11/2021","CT",0,0
"01/26/2022","NC",21085,68
"11/01/2021","GU",35,0
"10/29/2021","NC",2009,26
"01/02/2022","IL",0,0
"12/29/2021","WI",7863,37
"10/24/2021","IL",0,0
"12/11/2021","ND",398,4
"10/01/2021","DE",636,0
"01/05/2022","MO",12264,21
"11/14/2021","MS",0,0
"11/13/2021","CT",0,0
"12/10/2021","NV",675,36
"11/29/2021","ND",992,15
"10/28/2021","NE",0,0
"09/02/2021","MO",2826,19
"02/16/2022","MS",1062,75
"01/05/2022","MI",16443,34
"01/07/2022","NV",5265,4
"10/17/2021","NH",538,1
"12/18/2021","CT",0,0
"09/10/2021","MO",2761,13
"12/20/2021","GU",17,0
"12/25/2021","MI",0,0
"01/08/2022","VI",403,0
"11/14/2021","ND",204,0
"09/13/2021","ME",334,4
"09/23/2021","MT",1174,16
"11/26/2021","MS",197,0
"11/16/2021","VI",10,0
"11/03/2021","CA",3518,76
"12/26/2021","IN",0,0
"10/06/2021","NE",862,1
"12/04/2021","MD",1866,15
"02/15/2022","NC",2888,54
"10/03/2021","IN",2028,0
"12/23/2021","MS",0,0
"12/26/2021","ID",0,0
"09/23/2021","ME",714,0
"12/10/2021","NE",923,3
"02/18/2022","AL",0,0
"12/15/2021","NH",1271,7
"12/16/2021","NH",1422,11
"12/26/2021","VI",206,0
"10/02/2021","WA",2307,14
"02/04/2022","GU",397,0
"12/23/2021","MT",252,5
"12/21/2021","NC",3842,22
"09/19/2021","VT",240,1
"09/15/2021","MD",1189,16
"01/14/2022","ID",3266,7
"10/29/2021","MT",777,17
"01/23/2022","ND",562,0
"09/13/2021","ND",545,3
"11/22/2021","NE",1865,4
"10/12/2021","ND",661,6
"02/16/2022","AL",1912,1
"09/09/2021","NV",1115,44
"12/22/2021","CT",3366,2
"10/18/2021","CA",16764,266
"11/07/2021","ID",0,0
"02/11/2022","NE",0,0
"01/21/2022","GU",385,0
"11/10/2021","ID",724,22
"01/10/2022","ND",2075,5
"11/30/2021","WA",1396,46
"12/20/2021","VI",18,0
"01/12/2022","DE",3556,4
"10/15/2021","GU",51,0
"10/28/2021","VI",14,0
"12/08/2021","WA",1203,37
"10/24/2021","IN",0,0
"02/06/2022","NH",0,0
"01/11/2022","CT",6751,58
"12/10/2021","NC",3682,28
"01/27/2022","NH",2263,20
"02/06/2022","MD",1166,33
"02/12/2022","CA",0,0
"10/26/2021","CA",24563,298
"12/01/2021","NE",1305,10
"10/26/2021","VI",9,1
"09/30/2021","VT",209,1
"11/01/2021","IN",3971,0
"12/17/2021","MT",202,4
"02/15/2022","MO",1822,314
"12/05/2021","ME",0,0
"09/02/2021","MT",737,4
"09/24/2021","DE",570,0
"02/05/2022","WI",0,0
"01/04/2022","MO",7616,193
"01/05/2022","ME",1303,10
"02/15/2022","VI",21,1
"01/23/2022","NH",0,0
"11/26/2021","MD",997,11
"09/04/2021","ME",10,-1
"09/06/2021","NV",798,5
"09/15/2021","CT",401,1
"01/25/2022","VT",415,2
"02/08/2022","NH",387,10
"01/31/2022","WA",45245,77
"01/13/2022","MO",15596,11
"12/24/2021","ME",0,0
"12/05/2021","WI",0,0
"01/10/2022","WI",33404,73
"10/19/2021","CT",709,3
"01/28/2022","WA",13483,52
"09/18/2021","VT",247,2
"11/29/2021","ID",447,22
"11/20/2021","NH",0,0
"12/21/2021","WI",4926,88
"11/20/2021","MO",1000,2
"01/12/2022","WI",18610,32
"11/12/2021","VT",480,0
"12/06/2021","NE",3515,22
"02/15/2022","WA",0,0
"02/02/2022","GU",822,0
"12/12/2021","WA",0,0
"10/23/2021","ND",0,0
"11/23/2021","VT",186,0
"09/09/2021","IN",5154,52
"10/24/2021","NE",0,0
"09/27/2021","ME",505,5
"02/03/2022","NC",11970,23
"12/02/2021","WI",6157,47
"10/21/2021","NC",2450,34
"02/01/2022","CA",37147,98
"10/12/2021","WI",3292,47
"10/22/2021","IL",2969,32
"10/07/2021","GU",131,2
"10/10/2021","VT",209,0
"10/09/2021","MD",1259,19
"12/09/2021","NC",4116,25
"10/07/2021","NH",628,4
"12/12/2021","MI",0,0
"01/18/2022","MT",3910,12
"12/11/2021","IN",0,0
"01/03/2022","NH",5082,12
"10/19/2021","AL",725,24
"10/27/2021","WI",2278,26
"10/06/2021","NH",484,3
"01/29/2022","NV",0,0
"11/26/2021","ID",391,0
"11/28/2021","VT",337,0
"01/31/2022","NC",7319,37
"09/16/2021","IN",4090,35
"09/12/2021","CT",449,0
"01/03/2022","CA",71195,0
"09/23/2021","MO",1987,4
"02/05/2022","NH",0,0
"01/23/2022","AL",5688,40
"10/18/2021","NV",469,11
"11/11/2021","ME",752,3
"12/23/2021","GU",4,0
"01/27/2022","NV",4764,38
"11/28/2021","IL",3852,0
"01/11/2022","MI",18447,118
"10/14/2021","AL",1141,31
"12/25/2021","IL",0,0
"01/19/2022","MD",4353,36
"11/05/2021","GU",38,0
"09/14/2021","MS",2353,35
"09/28/2021","ME",867,0
"01/07/2022","ND",0,0
"01/25/2022","IL",13706,139
"12/06/2021","NC",2047,20
"09/14/2021","NE",635,3
"09/12/2021","MS",1255,19
"02/06/2022","MO",2437,10
"11/25/2021","GU",9,0
"01/14/2022","ME",1336,14
"11/05/2021","ID",803,15
"02/10/2022","ID",2368,1
"11/23/2021","AL",501,8
"11/13/2021","MD",983,20
"09/29/2021","NC",4451,69
"09/11/2021","NH",405,0
"09/01/2021","CT",712,0
"10/04/2021","WI",2184,13
"10/31/2021","NC",1287,28
"01/14/2022","ND",0,0
"02/17/2022","NE",446,12
"09/01/2021","VI",10,1
"02/11/2022","MO",4,0
"01/09/2022","CA",0,0
"11/12/2021","NV",1387,11
"11/30/2021","ID",636,8
"10/21/2021","NE",474,10
"02/12/2022","ME",662,0
"09/06/2021","WI",1492,7
"11/20/2021","IL",0,0
"09/05/2021","ME",2,0
"09/01/2021","MS",3850,17
"11/27/2021","AL",145,15
"09/03/2021","AL",4464,69
"11/22/2021","MI",18772,55
"01/09/2022","DE",3404,0
"11/20/2021","ME",11,1
"10/01/2021","VI",28,0
"09/10/2021","ND",502,2
"01/09/2022","MT",0,0
"10/13/2021","WI",2904,23
"11/29/2021","WA",986,49
"11/02/2021","IN",1371,48
"10/22/2021","ID",1480,26
"01/28/2022","MT",2834,3
"09/10/2021","AL",4422,77
"01/02/2022","ND",116,0
"10/06/2021","GU",138,0
"01/18/2022","MO",24256,3
"09/30/2021","ND",650,0
"11/06/2021","CA",0,0
"10/08/2021","NC",4265,48
"09/30/2021","GU",127,1
"12/21/2021","MD",6442,24
"10/25/2021","ME",881,25
"09/13/2021","AL",3905,64
"12/28/2021","ME",1328,19
"11/07/2021","MD",727,19
"09/03/2021","NE",447,0
"01/03/2022","VT",216,0
"12/17/2021","AL",761,10
"09/24/2021","GU",31,0
"12/13/2021","DE",591,0
"12/05/2021","IL",0,0
"11/30/2021","IN",4057,119
"01/26/2022","VI",168,1
"02/02/2022","CA",25550,239
"09/25/2021","ME",19,2
"09/04/2021","CA",9318,103
"02/07/2022","GU",844,1
"10/16/2021","VT",323,1
"10/09/2021","VT",221,1
"01/24/2022","MI",44142,37
"11/30/2021","CT",907,41
"10/29/2021","IL",2649,29
"09/15/2021","AL",3935,73
"10/29/2021","MI",4710,42
"09/19/2021","CT",481,0
"10/21/2021","NH",640,2
"10/16/2021","MD",936,15
"11/15/2021","GU",41,2
"11/29/2021","NC",1614,16
"01/04/2022","WI",9929,61
"01/04/2022","IN",8305,172
"10/30/2021","MI",0,0
"09/22/2021","ID",1354,25
"11/02/2021","NC",1455,25
"09/01/2021","ME",624,3
"09/02/2021","DE",547,1
"09/07/2021","IL",3015,23
"11/11/2021","MI",0,0
"09/19/2021","CA",9038,125
"11/19/2021","NE",1131,10
"11/01/2021","IL",6125,75
"11/08/2021","ID",843,32
"09/20/2021","VT",90,1
"09/14/2021","VI",9,0
"10/26/2021","MO",0,0
"10/23/2021","IN",0,54
"01/14/2022","MD",10498,59
"01/26/2022","MI",19270,13
"09/17/2021","CA",9543,171
"11/03/2021","ID",1244,23
"10/04/2021","MD",1078,13
"02/14/2022","MI",6248,55
"10/26/2021","VT",85,4
"01/22/2022","MO",10943,3
"12/14/2021","ID",405,17
"09/20/2021","NV",739,13
"11/28/2021","NV",393,0
"12/19/2021","CA",0,0
"09/02/2021","MI",2636,11
"10/02/2021","NV",623,7
"09/21/2021","NH",211,4
"10/03/2021","NC",2943,69
"10/04/2021","NC",2213,55
"02/01/2022","WI",4012,79
"12/09/2021","WI",5112,70
"12/18/2021","VT",413,2
"10/14/2021","MS",411,3
"10/08/2021","ME",537,5
"10/20/2021","CA",3070,156
"02/10/2022","ME",2273,5
"09/25/2021","MD",1567,16
"11/06/2021","ND",0,0
"10/01/2021","MT",972,8
"11/05/2021","DE",274,14
"12/16/2021","MT",165,4
"09/29/2021","CT",450,3
"12/31/2021","MS",0,0
"10/25/2021","GU",152,3
"12/07/2021","CT",1919,20
"01/03/2022","GU",210,0
"12/31/2021","ME",0,0
"12/09/2021","DE",849,4
"09/21/2021","CT",394,15
"10/17/2021","VI",2,0
"11/15/2021","MO",1490,73
"10/29/2021","NV",0,0
"10/24/2021","MT",0,0
"11/22/2021","GU",48,1
"01/31/2022","MI",23285,66
"12/25/2021","WA",0,0
"12/02/2021","AL",656,9
"09/02/2021","IL",4224,37
"01/23/2022","DE",1678,0
"01/02/2022","ME",0,0
"10/22/2021","ME",488,5
"09/14/2021","MI",3320,19
"12/29/2021","VT",869,0
"11/03/2021","NH",622,9
"02/06/2022","MT",0,0
"11/26/2021","ME",0,0
"09/12/2021","VI",19,0
"11/23/2021","ID",635,21
"01/27/2022","ID",3777,8
"11/04/2021","CA",9711,113
"10/13/2021","VT",301,0
"10/30/2021","DE",387,2
"09/12/2021","NC",6156,66
"10/28/2021","CT",443,-1
"10/11/2021","IN",1574,0
"11/04/2021","VT",467,1
"01/16/2022","IL",0,0
"12/07/2021","VI",20,0
"10/06/2021","NC",3576,51
"09/18/2021","CA",9385,125
"02/04/2022","CT",1269,76
"10/28/2021","AL",622,16
"09/16/2021","NE",881,3
"09/25/2021","GU",95,0
"11/26/2021","CT",1900,0
"12/01/2021","NH",1339,9
"10/24/2021","NV",0,0
"09/22/2021","MO",2113,24
"11/14/2021","CA",0,0
"02/01/2022","VT",332,5
"12/05/2021","IN",0,0
"12/05/2021","NV",0,0
"01/22/2022","AL",7442,32
"10/27/2021","AL",2087,11
"01/23/2022","NV",0,0
"10/07/2021","CT",548,0
"09/26/2021","CT",480,30
"11/07/2021","NC",1361,19
"10/24/2021","ND",189,0
"11/17/2021","MD",791,12
"01/06/2022","ND",1485,1
"01/22/2022","NE",0,0
"02/01/2022","MD",1583,48
"12/24/2021","NC",7149,26
"02/07/2022","IL",13953,216
"01/17/2022","IL",72860,0
"02/12/2022","WI",0,0
"10/09/2021","WI",1917,15
"02/04/2022","NC",10362,22
"09/02/2021","ME",665,3
"11/25/2021","AL",99,6
"02/07/2022","MT",1891,6
"10/02/2021","MS",520,5
"10/07/2021","MI",5206,24
"09/15/2021","NE",1295,3
"01/08/2022","GU",121,0
"02/10/2022","MD",1100,37
"11/17/2021","GU",25,2
"01/29/2022","VT",0,0
"09/07/2021","MT",306,3
"02/10/2022","ND",815,3
"12/07/2021","MD",1190,11
"12/15/2021","IL",9784,91
"01/23/2022","MT",0,0
"02/08/2022","MD",796,42
"02/17/2022","NC",5583,93
"11/03/2021","NC",1881,26
"09/03/2021","WI",2300,12
"12/28/2021","DE",566,5
"09/02/2021","NV",1136,26
"12/13/2021","WI",9535,39
"01/28/2022","AL",10432,31
"09/20/2021","NE",603,2
"10/26/2021","MS",1670,8
"10/28/2021","NV",686,31
"09/20/2021","IN",2662,0
"12/25/2021","CT",0,0
"11/15/2021","VT",202,2
"12/03/2021","VI",5,0
"11/26/2021","AL",257,5
"12/20/2021","IN",10894,104
"12/19/2021","ID",0,0
"01/05/2022","ID",1441,4
"01/18/2022","ND",2914,0
"01/28/2022","NC",20901,49
"01/13/2022","NC",37731,45
"02/04/2022","MD",1694,44
"10/02/2021","MD",1287,15
"01/02/2022","NE",0,0
